Id,Label,group,attribute,modularity_class,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1672,reproductive,word,6,78,5,5,0.333183,0.343448,6.659242
1673,publish,word,62,78,50,5,0.408704,0.429327,7018.849979
1674,magazine,word,135,78,133,5,0.397751,0.423007,67718.863149
1675,psychotropic,word,5,0,4,5,0.340972,0.352048,0
1676,committee,word,52,106,57,5,0.383323,0.403304,5737.735479
1677,dependence,word,66,3,51,5,0.398771,0.419697,5544.40482
1678,evaluate,word,14,0,6,5,0.328459,0.33857,58.026156
1679,impact,word,68,97,51,4,0.394774,0.415355,8628.148374
1680,psychoactive,word,15,3,9,5,0.359241,0.374657,156.952634
1681,property,word,73,0,64,5,0.403071,0.424431,12537.618386
1682,live,word,74,106,67,5,0.405339,0.427098,14003.213897
1683,unhealthy,word,9,3,4,5,0.334428,0.346036,10.863225
1684,soil,word,20,3,22,5,0.346777,0.358888,1470.438871
1685,climate,word,45,106,44,5,0.367808,0.38563,11267.19304
1686,pregnancy,word,83,102,88,5,0.393119,0.415515,31736.35189
1687,childbirth,word,49,97,50,5,0.372094,0.390277,4324.426242
1688,neonatal,word,8,97,11,6,0.335016,0.345912,474.610078
1689,adolescence,word,8,3,7,5,0.313685,0.322493,32.830187
1690,sexual,word,51,3,48,5,0.376122,0.395099,7008.618487
1691,active,word,70,0,70,5,0.403953,0.425913,15000.708837
1692,aging,word,9,3,6,5,0.345358,0.357985,22.986879
1693,instance,word,30,3,23,5,0.373247,0.390362,1323.403249
1694,tobacco,word,29,3,22,5,0.378363,0.39601,1344.825704
1695,unsafe,word,8,102,8,5,0.353797,0.367578,1487.000028
1696,sex,word,45,3,55,5,0.389284,0.409534,10940.156096
1697,ensure,word,27,0,16,5,0.366326,0.382177,1106.128597
1698,sustainable,word,9,78,6,5,0.34992,0.361825,34.834384
1699,recommendation,word,23,106,26,5,0.3788,0.396696,1686.592581
1700,age,word,122,82,110,5,0.412414,0.436197,33703.31232
1701,permit,word,18,3,8,5,0.340363,0.351549,101.763195
1702,road,word,36,106,27,5,0.371463,0.388497,1204.033369
1703,surgical,word,20,102,14,5,0.337427,0.349571,214.407298
1704,checklist,word,5,3,3,5,0.303312,0.31332,0.509531
1705,natural,word,45,0,39,5,0.383821,0.403149,6348.642037
1706,manmade,word,6,4,6,6,0.318368,0.327287,322.350955
1707,middle,word,31,106,26,5,0.377637,0.395488,921.091967
1708,east,word,69,106,65,5,0.383621,0.404371,14189.082067
1709,nearby,word,6,24,0,0,0,0,0
1710,criticize,word,20,82,12,5,0.335111,0.347266,716.344035
1711,insufficient,word,14,97,11,5,0.338122,0.349379,183.721509
1712,internal,word,12,82,3,6,0.32044,0.33087,206.104612
1713,core,word,32,78,23,5,0.358957,0.373314,1316.401011
1714,capacity,word,9,3,6,5,0.345499,0.35823,24.78608
1715,rebuild,word,5,25,0,0,0,0,0
1716,lose,word,24,90,12,5,0.356251,0.369894,332.559517
1717,leave,word,62,106,44,5,0.39759,0.417547,5178.11314
1718,comparison,word,19,0,18,5,0.360821,0.377273,231.176877
1719,dollar,word,9,0,8,5,0.347062,0.358388,88.374552
1720,notify,word,5,78,1,6,0.266658,0.272586,0
1721,cluster,word,14,4,17,5,0.346574,0.359181,1684.945406
1722,pneumonia,word,9,0,9,5,0.326841,0.335692,155.813445
1723,guidance,word,8,3,3,6,0.311321,0.319068,22.220753
1724,outside,word,61,106,51,4,0.394194,0.41472,6545.54164
1725,preliminary,word,14,82,9,5,0.326011,0.335797,165.744468
1726,evidence,word,143,3,147,4,0.432462,0.456732,58104.83678
1727,week,word,92,102,98,5,0.407604,0.430822,20180.266858
1728,resort,word,17,106,12,5,0.361793,0.377103,3747.934244
1729,oversee,word,14,78,11,6,0.341603,0.352666,237.801809
1730,internationally,word,11,82,6,5,0.332864,0.343381,130.490304
1731,david,word,11,106,2,5,0.340324,0.351555,36.290243
1732,professor,word,8,106,4,5,0.33475,0.345751,67.040067
1733,london,word,24,106,16,5,0.345803,0.357627,880.635454
1734,school,word,189,106,179,5,0.42475,0.451744,76528.151784
1735,open,word,41,106,32,5,0.369257,0.386318,3200.971787
1736,file,word,27,106,22,5,0.341544,0.352748,1092.825926
1737,criticism,word,39,78,46,5,0.388823,0.408702,7276.914057
1738,trump,word,12,106,9,5,0.350044,0.363016,1340.960603
1739,guide,word,6,97,4,5,0.340834,0.352048,10.700187
1740,donald,word,5,106,3,6,0.2841,0.291781,0
1741,cover,word,74,78,62,4,0.390365,0.411249,10429.788093
1742,announcement,word,8,78,9,6,0.331203,0.340991,146.107865
1743,defend,word,15,90,7,6,0.338297,0.348933,42.896364
1744,block,word,70,0,74,5,0.396283,0.418187,10851.635721
1745,vote,word,61,106,65,5,0.393223,0.414457,4599.13608
1746,nonviolent,word,5,82,6,5,0.33439,0.345613,25.681859
1747,mention,word,16,3,9,5,0.337254,0.347901,59.603248
1748,intent,word,7,106,2,6,0.268598,0.274804,0
1749,joe,word,9,106,2,6,0.306523,0.314872,0.982474
1750,cancel,word,7,82,1,6,0.294628,0.302424,0
1751,withdrawal,word,97,3,102,5,0.41075,0.434335,20111.567298
1752,resume,word,15,78,11,5,0.346269,0.357596,225.628962
1753,address,word,19,78,14,5,0.360821,0.375729,194.141144
1754,underlie,word,14,3,15,5,0.34963,0.363007,84.946944
1755,enhance,word,15,0,9,5,0.340913,0.35112,172.584178
1756,equity,word,7,78,3,6,0.304846,0.313058,72.592562
1757,integrate,word,15,106,14,5,0.359241,0.373661,646.46267
1758,approach,word,29,97,19,5,0.358761,0.373269,2889.670315
1759,influence,word,74,3,87,5,0.41473,0.437114,33059.534757
1760,sector,word,22,106,24,5,0.360865,0.376076,1906.213227
1761,root,word,17,4,12,5,0.352615,0.365648,1173.415851
1762,evidencebased,word,5,78,2,6,0.301516,0.309548,4.338232
1763,tool,word,35,3,38,5,0.358826,0.373966,5188.669488
1764,inform,word,8,26,0,0,0,0,0
1765,reference,word,21,0,11,5,0.347307,0.360366,203.97714
1766,statistical,word,6,78,6,5,0.34369,0.355231,37.175289
1767,intervention,word,19,3,13,5,0.349816,0.363236,125.566352
1768,framework,word,15,78,11,5,0.3366,0.346628,87.159583
1769,marketing,word,14,0,14,5,0.352425,0.365617,247.194999
1770,substitute,word,25,0,15,5,0.362593,0.377922,1073.919242
1771,recruitment,word,5,90,4,5,0.321627,0.332484,41.535701
1772,model,word,58,3,60,5,0.393223,0.414012,15990.711675
1773,counterpart,word,7,106,1,6,0.280764,0.288302,0
1774,actively,word,8,3,8,5,0.348804,0.361255,72.075142
1775,governance,word,8,82,7,5,0.331128,0.341936,119.297854
1776,quality,word,54,78,54,5,0.383995,0.403623,9825.928998
1777,access,word,40,78,39,5,0.38442,0.403521,1965.274314
1778,digital,word,6,27,0,0,0,0,0
1779,telecommunication,word,5,28,0,0,0,0,0
1780,mobile,word,5,90,4,6,0.329136,0.339366,33.03375
1781,package,word,10,78,7,6,0.331668,0.340937,43.295838
1782,civil,word,64,82,48,5,0.378508,0.398005,8135.411991
1783,commit,word,36,82,28,5,0.37074,0.388006,875.555093
1784,citizen,word,15,78,9,5,0.360909,0.375794,195.417136
1785,effectiveness,word,40,102,31,5,0.349589,0.363828,3170.055141
1786,rely,word,6,0,1,7,0.221993,0.225768,0
1787,renowned,word,6,106,3,6,0.329209,0.34098,0.890274
1788,professional,word,144,90,117,5,0.405283,0.429651,21833.17835
1789,education,word,78,82,77,5,0.405061,0.42738,11295.378348
1790,run,word,43,106,34,5,0.374406,0.392517,3802.609544
1791,alliance,word,27,90,21,5,0.361616,0.376691,6280.055703
1792,target,word,43,0,33,5,0.388874,0.408072,4674.816434
1793,bring,word,48,106,28,5,0.389028,0.408002,2076.228179
1794,guideline,word,25,78,24,5,0.374833,0.392235,1231.874057
1795,facilitate,word,20,0,9,5,0.351126,0.365104,228.547371
1796,ngo,word,6,0,3,5,0.325132,0.333452,1.027256
1797,exert,word,5,0,1,5,0.323087,0.333407,0
1798,improvement,word,24,106,26,5,0.364045,0.379922,2262.122245
1799,shift,word,19,78,9,5,0.335073,0.34658,288.511742
1800,emphasis,word,11,97,6,5,0.324525,0.334013,59.118894
1801,personal,word,23,78,8,5,0.346107,0.357536,397.7853
1802,variety,word,32,78,18,5,0.367328,0.383362,3070.652547
1803,societal,word,13,3,4,5,0.342316,0.353476,9.713428
1804,promotion,word,73,90,65,5,0.381786,0.40224,9484.265855
1805,match,word,238,90,222,4,0.411896,0.44199,131586.663253
1806,theme,word,8,90,6,5,0.331742,0.342345,95.265576
1807,resistance,word,58,102,52,5,0.372306,0.39096,18937.020238
1808,hepatitis,word,11,3,6,5,0.34339,0.35404,11.504048
1809,twothird,word,13,106,12,5,0.347062,0.359737,158.479439
1810,scope,word,5,0,1,6,0.276144,0.282865,0
1811,collection,word,19,78,9,6,0.328112,0.337244,71.33757
1812,adult,word,66,82,68,5,0.407492,0.429073,8154.371622
1813,old,word,76,82,68,5,0.410807,0.432323,8151.42491
1814,portal,word,10,97,8,5,0.342733,0.353803,62.378998
1815,gather,word,5,78,3,5,0.327675,0.337106,7.73759
1816,analysis,word,27,78,11,5,0.357957,0.371917,253.992432
1817,globe,word,6,78,4,6,0.29673,0.305403,11.146305
1818,instrument,word,22,78,20,5,0.358587,0.37323,1452.259703
1819,metric,word,8,4,2,5,0.31541,0.323368,7.242292
1820,decision,word,54,82,52,5,0.384796,0.404822,10426.605599
1821,pan,word,6,106,2,6,0.329485,0.338875,0
1822,database,word,18,4,19,5,0.356789,0.370859,1243.962664
1823,online,word,13,78,6,6,0.296061,0.304746,59.483658
1824,violation,word,11,82,5,5,0.324578,0.333054,32.879453
1825,visitor,word,16,90,18,5,0.347062,0.359633,397.967285
1826,search,word,29,101,21,5,0.341465,0.352474,1070.513286
1827,good,word,75,0,66,5,0.401209,0.422499,12134.706466
1828,regularly,word,22,3,15,5,0.371626,0.388017,448.977365
1829,eastern,word,42,106,46,5,0.390959,0.4111,4129.566417
1830,mediterranean,word,5,106,4,6,0.32824,0.338017,2.343142
1831,draft,word,14,78,13,5,0.344713,0.356504,180.505664
1832,educate,word,5,106,4,6,0.326318,0.334781,13.266394
1833,notable,word,30,106,19,5,0.371019,0.387537,1010.279156
1834,enforce,word,13,82,13,5,0.344151,0.357745,431.625448
1835,compliance,word,5,0,4,5,0.331761,0.343183,86.473673
1836,build,word,26,78,17,5,0.360425,0.376107,1013.207343
1837,researcher,word,17,3,8,5,0.344552,0.356444,33.237623
1838,error,word,8,102,7,5,0.343111,0.354751,42.297021
1839,submit,word,13,78,3,6,0.304657,0.312894,2.766953
1840,opinion,word,11,4,6,5,0.333221,0.3434,122.780528
1841,staff,word,27,78,24,5,0.36124,0.376514,3018.866667
1842,traditional,word,64,90,61,5,0.393826,0.414683,18522.198358
1843,enable,word,17,101,6,5,0.343271,0.354833,94.696719
1844,push,word,7,29,0,0,0,0,0
1845,wildlife,word,15,78,16,5,0.355031,0.368348,2158.058331
1846,remedy,word,7,3,3,6,0.298862,0.306574,3.309109
1847,spokesman,word,9,82,9,6,0.329374,0.340661,244.419433
1848,inclusion,word,18,78,18,5,0.350918,0.364771,1273.216265
1849,iarc,word,7,3,9,5,0.341544,0.352068,26.1383
1850,carcinogenic,word,14,0,7,5,0.328221,0.338102,190.512315
1851,plus,word,9,106,2,5,0.344773,0.356227,0
1852,cook,word,11,106,8,5,0.333277,0.345675,1155.763391
1853,treaty,word,29,106,32,5,0.374786,0.392427,9463.898859
1854,puerto,word,10,106,8,5,0.34393,0.356221,208.903816
1855,twoyear,word,8,106,8,6,0.334031,0.344577,63.600489
1856,pay,word,48,78,42,5,0.375811,0.394058,10281.262067
1857,grant,word,28,106,19,5,0.37088,0.387391,1280.54527
1858,observer,word,23,78,27,5,0.36463,0.380963,991.27556
1859,movement,word,85,82,73,5,0.394036,0.415854,23578.527245
1860,arab,word,26,82,16,5,0.35748,0.372753,638.861535
1861,holy,word,9,82,9,5,0.330813,0.340824,117.4073
1862,participation,word,31,78,25,5,0.367534,0.383864,1980.071131
1863,invite,word,6,78,3,5,0.335625,0.345508,0
1864,delegation,word,9,82,11,5,0.365171,0.380715,340.778981
1865,supreme,word,43,82,39,5,0.383696,0.402838,7442.759684
1866,eligible,word,13,106,15,5,0.361838,0.377112,1154.857151
1867,membership,word,18,106,25,5,0.360183,0.375385,1475.432985
1868,website,word,26,78,23,5,0.360623,0.375617,2176.482208
1869,admit,word,15,3,8,5,0.341189,0.352644,51.352222
1870,technically,word,13,97,11,6,0.342435,0.353623,303.982212
1871,qualified,word,10,78,8,5,0.345439,0.357023,236.230576
1872,red,word,24,90,15,5,0.329429,0.339075,2287.408757
1873,federation,word,20,90,17,5,0.34331,0.35509,662.147563
1874,relation,word,21,78,14,5,0.366235,0.38203,614.872627
1875,seat,word,31,106,39,5,0.381959,0.401151,1736.338313
1876,roc,word,10,78,8,5,0.336179,0.345474,158.555662
1877,mainland,word,33,106,33,5,0.35623,0.371311,1684.039669
1878,represent,word,45,4,35,5,0.392023,0.411317,3647.865239
1879,representation,word,12,106,12,5,0.345924,0.358597,3097.620263
1880,prc,word,10,78,7,5,0.335301,0.345421,64.393759
1881,communist,word,7,106,7,6,0.299696,0.308369,52.994429
1882,organ,word,19,3,13,5,0.334997,0.347269,944.911106
1883,lie,word,19,97,16,5,0.355929,0.36992,3959.547015
1884,sovereignty,word,7,106,3,6,0.302318,0.310197,1.096323
1885,rocs,word,6,78,6,5,0.330647,0.339823,23.331893
1886,election,word,80,106,69,5,0.383846,0.404658,9690.229692
1887,democratic,word,35,106,28,5,0.369881,0.387571,1583.900597
1888,progressive,word,15,3,10,5,0.340834,0.352319,314.006815
1889,political,word,83,82,82,5,0.397671,0.420115,29397.766892
1890,bar,word,26,90,17,5,0.345459,0.358682,3581.693927
1891,refuse,word,15,0,3,6,0.305714,0.313862,3.144548
1892,taiwanese,word,14,78,15,5,0.347307,0.360039,932.362481
1893,occasion,word,19,3,16,5,0.350003,0.362883,318.871987
1894,journalist,word,36,82,32,5,0.369049,0.386242,3264.350649
1895,deny,word,13,82,7,5,0.338646,0.349509,25.011641
1896,reportedly,word,10,82,3,5,0.329136,0.340748,18.034817
1897,demand,word,41,4,33,4,0.378266,0.396211,2376.820597
1898,house,word,99,106,96,5,0.397939,0.421017,30670.272694
1899,representative,word,31,106,31,5,0.368658,0.386098,3392.3585
1900,write,word,60,78,40,5,0.382975,0.401944,9947.504385
1901,argue,word,39,82,25,5,0.374026,0.391688,1745.615351
1902,japan,word,65,82,65,5,0.393119,0.41433,10404.408327
1903,germany,word,66,106,62,5,0.402494,0.42374,19848.05649
1904,taiwans,word,5,78,1,6,0.279132,0.286203,0
1905,diverse,word,58,106,64,5,0.395779,0.417313,12336.685106
1906,anger,word,6,82,5,5,0.319799,0.328241,32.31594
1907,exclude,word,14,0,5,5,0.340265,0.351239,16.58357
1908,respect,word,10,82,3,5,0.328568,0.338342,10.682365
1909,politic,word,17,106,14,5,0.358783,0.373554,583.745783
1910,geography,word,10,106,5,6,0.306634,0.315357,69.520675
1911,dismiss,word,5,82,2,6,0.274132,0.281023,7.051114
1912,canadian,word,68,106,68,5,0.385474,0.406317,9387.671278
1913,prime,word,17,82,9,5,0.331444,0.340128,244.68888
1914,japanese,word,21,90,15,5,0.345317,0.357658,1290.422969
1915,back,word,6,82,1,6,0.280711,0.288,0
1916,interview,word,23,78,14,5,0.33098,0.340102,1577.877599
1917,bruce,word,6,106,3,6,0.299028,0.307285,29.794368
1918,question,word,36,90,28,5,0.365442,0.381262,3041.210427
1919,reporter,word,7,90,3,6,0.289743,0.298299,10.365111
1920,internet,word,21,106,14,5,0.344813,0.356399,3370.523142
1921,video,word,19,106,16,5,0.336735,0.347407,906.252783
1922,restart,word,7,90,6,5,0.300794,0.31134,31.940057
1923,ask,word,13,0,6,5,0.327875,0.33861,83.108008
1924,discuss,word,10,0,3,5,0.330443,0.33969,10.468822
1925,peter,word,5,106,1,6,0.291963,0.300491,0
1926,bid,word,12,82,11,6,0.336639,0.348832,188.444724
1927,join,word,25,106,11,6,0.348146,0.362937,613.595248
1928,chairman,word,9,106,7,5,0.344251,0.356317,167.658302
1929,affair,word,19,78,12,5,0.345196,0.358177,733.047353
1930,michael,word,16,0,5,5,0.337562,0.348744,159.927564
1931,rank,word,63,106,54,5,0.398234,0.41931,3898.447837
1932,republican,word,54,106,51,5,0.373105,0.392503,5811.023894
1933,senator,word,24,106,25,5,0.365261,0.381711,2517.477746
1934,jim,word,14,82,10,5,0.351293,0.365256,716.081691
1935,senate,word,51,106,46,5,0.375955,0.394642,9432.894984
1936,bob,word,5,78,3,5,0.288357,0.297178,0
1937,thailand,word,12,82,10,5,0.345843,0.357415,242.635175
1938,saudi,word,24,82,14,5,0.358043,0.372329,349.254312
1939,arabia,word,23,82,18,5,0.361926,0.377197,463.47021
1940,comment,word,6,0,2,5,0.324044,0.332792,0
1941,page,word,14,106,7,5,0.337832,0.349168,36.586853
1942,meet,word,45,3,37,5,0.388337,0.407756,3748.671881
1943,yearly,word,9,106,5,6,0.313702,0.321633,21.854625
1944,decide,word,17,82,6,5,0.349444,0.361484,77.152699
1945,qatar,word,7,82,6,5,0.315899,0.324525,10.09091
1946,last,word,18,82,12,5,0.355951,0.369903,421.145708
1947,apart,word,11,97,3,5,0.300122,0.307976,2.137343
1948,liaison,word,5,106,3,5,0.314035,0.324127,59.235544
1949,institution,word,28,106,22,5,0.374335,0.391693,612.332256
1950,employ,word,29,97,19,5,0.37829,0.396053,624.761582
1951,recruit,word,6,30,0,0,0,0,0
1952,cigarette,word,11,0,9,5,0.334163,0.344131,254.241162
1953,operate,word,70,106,77,5,0.391815,0.413758,7303.751192
1954,goodwill,word,6,82,3,6,0.317888,0.328692,13.867101
1955,ambassador,word,11,82,5,6,0.316814,0.32791,31.218444
1956,art,word,61,106,56,5,0.381121,0.40116,14494.689091
1957,sport,word,92,90,92,5,0.392753,0.415459,39658.435221
1958,project,word,30,106,18,5,0.353543,0.366746,521.85984
1959,orchestra,word,14,106,15,5,0.337235,0.350525,196.521069
1960,robert,word,23,106,15,5,0.346594,0.359085,1007.73116
1961,appointment,word,12,78,7,6,0.315562,0.323723,148.181872
1962,attract,word,22,106,11,6,0.34635,0.359932,187.643556
1963,condemnation,word,7,3,7,5,0.338588,0.349752,234.076253
1964,poor,word,31,3,24,5,0.372212,0.38923,1148.862927
1965,outcry,word,5,78,5,6,0.33789,0.348135,118.670577
1966,finding,word,21,3,14,5,0.356595,0.370064,1669.067011
1967,citation,word,26,0,14,5,0.34345,0.35535,1943.1184
1968,founder,word,15,106,11,6,0.331166,0.343037,666.511204
1969,william,word,25,106,16,6,0.334864,0.348507,555.390946
1970,award,word,37,90,43,5,0.36217,0.378723,7125.451807
1971,medal,word,5,106,6,6,0.295823,0.304529,32.395368
1972,contributor,word,7,31,0,0,0,0,0
1973,unite,word,13,106,7,5,0.346309,0.358724,9.316592
1974,raise,word,28,3,22,5,0.381564,0.399523,513.143364
1975,equal,word,19,4,8,5,0.353395,0.36617,107.54237
1976,beginning,word,15,90,7,5,0.357848,0.372019,37.449562
1977,formal,word,15,82,5,5,0.336562,0.346786,4.535786
1978,rest,word,28,106,22,5,0.376818,0.39445,1580.812161
1979,informal,word,5,82,3,5,0.302102,0.311244,0
1980,character,word,60,90,52,5,0.373979,0.392667,10811.887448
1981,france,word,49,106,49,5,0.381146,0.400561,3726.228925
1982,combined,word,23,102,17,5,0.354243,0.36773,322.682138
1983,expenditure,word,6,106,5,5,0.342078,0.353812,205.064157
1984,regard,word,19,82,11,5,0.359942,0.374042,131.05112
1985,moderately,word,7,0,4,5,0.315764,0.325408,6.86114
1986,flexible,word,5,97,6,5,0.329761,0.338897,60.00247
1987,tie,word,15,106,6,6,0.344391,0.35735,22.876151
1988,routinely,word,10,106,4,5,0.328751,0.338071,3.291798
1989,travel,word,39,106,39,5,0.365577,0.38238,5948.410223
1990,stay,word,27,3,14,5,0.358,0.371793,236.220695
1991,hotel,word,10,97,7,6,0.319246,0.328167,74.444193
1992,big,word,32,106,23,5,0.365917,0.382806,1006.070491
1993,pende,word,9,106,4,5,0.345701,0.357618,0
1994,relationship,word,42,3,32,5,0.362104,0.377829,3178.936485
1995,immediately,word,11,97,7,6,0.311863,0.320896,172.266078
1996,german,word,50,106,43,5,0.374524,0.392974,4086.926461
1997,quarter,word,7,106,4,5,0.324667,0.333249,32.478348
1998,onetenth,word,8,106,11,5,0.344592,0.35656,248.25632
1999,specify,word,9,4,11,5,0.350107,0.362688,117.010889
2000,prize,word,35,90,39,5,0.361838,0.377834,7735.330875
2001,candidate,word,14,106,8,5,0.315158,0.324279,39.631083
2002,nominate,word,5,90,3,5,0.293559,0.302652,13.252325
2003,selection,word,12,101,8,6,0.306873,0.315606,78.159017
2004,panel,word,8,3,5,5,0.320458,0.328748,9.271878
2005,winner,word,24,90,22,5,0.354498,0.368035,2017.172962
2006,design,word,30,97,22,5,0.357264,0.371901,1816.862338
2007,swiss,word,10,102,8,5,0.337813,0.348654,3269.716545
2008,architect,word,5,32,0,0,0,0,0
2009,competition,word,19,90,15,5,0.328843,0.339958,479.499098
2010,extend,word,31,90,26,5,0.373719,0.390833,1191.375511
